Activation Date,Baseline / Compared,Baseline Filter,Business Segment,Campaign,City,Compared Campaign,Country,Customer ID,Customer Name,Customer Type,Order ID,Product ID,Product Name,Region,Row ID,Signup Date,State,Sub-Category (group),Swipe Date,Discount,Revenue to Charge Ratio,Total Charge,Total Revenue,레코드 수
2014-06-14,Compared Campaign,거짓,Private,Signup Bonus Campaign,Shantou,참,China,DG-13300,Deirdre Greer,Corporate,IN-2014-47120,FUR-CH-10001477,"Novimex Chairmat, Black",North Asia,795,2014-06-11,Guangdong,Premier Miles,2014-07-20,0,42.96%,323.46,138.96,1
2014-06-14,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Shantou,참,China,DG-13300,Deirdre Greer,Corporate,IN-2014-47120,OFF-SU-10000932,"Elite Shears, Steel",North Asia,794,2014-06-11,Guangdong,Prestige,2014-07-28,0,3.94%,185.64,7.32,1
2014-06-14,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Gold Coast,거짓,Australia,SC-20800,Stuart Calhoun,Consumer,ID-2014-84745,OFF-BI-10003090,"Avery Binder Covers, Clear",Oceania,10818,2014-06-11,Queensland,Business Platinum,2014-07-26,0.4,0.00%,12.636,0,1
2014-06-14,Baseline Campaign,참,Investment,Compare Cards Campaign,Anantapur,거짓,India,LC-17140,Logan Currie,Consumer,IN-2014-26561,TEC-PH-10001917,"Apple Signal Booster, Cordless",Central Asia,2192,2014-06-11,Andhra Pradesh,Cash Back,2014-08-08,0,8.00%,139.5,11.16,1
2014-06-14,Baseline Campaign,참,Investment,Compare Cards Campaign,Gold Coast,거짓,Australia,SC-20800,Stuart Calhoun,Consumer,ID-2014-84745,TEC-AC-10000873,"Belkin Mouse, USB",Oceania,10817,2014-06-11,Queensland,Rewards,2014-06-30,0.4,0.00%,49.104,0,1
2014-06-15,,거짓,Private,Exclusive Offers Campaign,Agra,거짓,India,DG-13300,Deirdre Greer,Corporate,IN-2014-44089,FUR-CH-10004196,"Novimex Swivel Stool, Red",Central Asia,8780,2014-06-11,Uttar Pradesh,Premier Miles,2014-07-25,0,24.99%,493.38,123.3,1
2014-06-15,,거짓,Private,Exclusive Offers Campaign,Manila,거짓,Philippines,SS-20140,Saphhira Shifley,Corporate,IN-2014-20408,FUR-CH-10003965,"Hon Rocking Chair, Red",Southeast Asia,7503,2014-06-11,National Capital,Premier Miles,2014-08-01,0.25,18.66%,685.755,127.995,1
2014-06-15,,거짓,Commercial ,Exclusive Offers Campaign,New Plymouth,거짓,New Zealand,BS-11665,Brian Stugart,Consumer,IN-2014-86831,OFF-EN-10004521,"Ames Manila Envelope, Security-Tint",Oceania,10346,2014-06-11,Taranaki,Business Signature,2014-06-17,0,44.96%,54.18,24.36,1
2014-06-16,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Perth,참,Australia,VM-21835,Vivian Mathis,Consumer,IN-2014-56353,OFF-LA-10004488,"Novimex Color Coded Labels, Adjustable",Oceania,5263,2014-06-11,Western Australia,Business Signature,2014-06-22,0.1,4.39%,65.016,2.856,1
2014-06-16,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Perth,참,Australia,VM-21835,Vivian Mathis,Consumer,IN-2014-56353,TEC-CO-10004263,"Hewlett Personal Copier, Laser",Oceania,5264,2014-06-11,Western Australia,Rewards,2014-07-07,0.1,0.00%,129.843,0,1
2014-06-17,,거짓,Private,Exclusive Offers Campaign,Gladstone,거짓,Australia,MG-17875,Michael Grace,Corporate,ID-2014-52993,FUR-BO-10002819,"Ikea Stackable Bookrack, Traditional",Oceania,8319,2014-06-11,Queensland,Travel,2014-06-20,0.1,21.09%,330.966,69.786,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Gladstone,거짓,Australia,MG-17875,Michael Grace,Corporate,ID-2014-52993,OFF-AR-10002665,"Binney & Smith Markers, Easy-Erase",Oceania,8320,2014-06-11,Queensland,Business Platinum,2014-07-09,0.1,0.00%,65.772,0,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Gold Coast,거짓,Australia,JE-15610,Jim Epp,Corporate,ID-2014-57074,OFF-FA-10001126,"Accos Paper Clips, Metal",Oceania,2154,2014-06-11,Queensland,Business Signature,2014-08-14,0.1,0.00%,24.246,0,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Sydney,거짓,Australia,SC-20440,Shaun Chance,Corporate,IN-2014-66188,OFF-SU-10001382,"Acme Trimmer, Serrated",Oceania,1716,2014-06-11,New South Wales,Prestige,2014-07-01,0.1,17.72%,74.304,13.164,1
2014-06-17,,거짓,Investment,Exclusive Offers Campaign,Gladstone,거짓,Australia,MG-17875,Michael Grace,Corporate,ID-2014-52993,TEC-MA-10003101,"Panasonic Printer, Red",Oceania,8318,2014-06-11,Queensland,Petrol ,2014-07-01,0.1,0.00%,711.828,0,1
2014-06-16,,거짓,Commercial ,Exclusive Offers Campaign,Tamworth,거짓,Australia,CY-12745,Craig Yedwab,Corporate,IN-2014-81532,OFF-AR-10001074,"Sanford Highlighters, Blue",Oceania,10386,2014-06-12,New South Wales,Business Platinum,2014-08-15,0,29.90%,63,18.84,1
2014-06-16,,거짓,Commercial ,Exclusive Offers Campaign,Albury,거짓,Australia,NP-18700,Nora Preis,Consumer,ID-2014-55366,OFF-LA-10001830,"Hon Round Labels, Laser Printer Compatible",Oceania,6357,2014-06-12,New South Wales,Business Signature,2014-07-01,0.1,8.41%,11.988,1.008,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Coimbatore,거짓,India,JM-16195,Justin MacKendrick,Consumer,IN-2014-65712,OFF-BI-10003367,"Wilson Jones Binder, Recycled",Central Asia,5451,2014-06-12,Tamil Nadu,Business Platinum,2014-06-28,0,43.95%,40.14,17.64,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Coimbatore,거짓,India,JM-16195,Justin MacKendrick,Consumer,IN-2014-65712,OFF-EN-10000061,"Jiffy Clasp Envelope, Security-Tint",Central Asia,5452,2014-06-12,Tamil Nadu,Business Signature,2014-06-20,0,19.78%,21.84,4.32,1
2014-06-18,,거짓,Commercial ,Exclusive Offers Campaign,Kota,거짓,India,DL-12925,Daniel Lacy,Consumer,IN-2014-78116,OFF-BI-10004700,"Cardinal Binder, Durable",Central Asia,1516,2014-06-12,Rajasthan,Business Platinum,2014-07-03,0,28.96%,45.99,13.32,1
2014-06-18,,거짓,Commercial ,Exclusive Offers Campaign,Guangzhou,거짓,China,MD-17350,Maribeth Dona,Consumer,IN-2014-66139,OFF-SU-10004814,"Fiskars Shears, High Speed",North Asia,7266,2014-06-12,Guangdong,Prestige,2014-08-01,0,33.00%,95.28,31.44,1
2014-06-19,,거짓,Private,Exclusive Offers Campaign,Beijing,거짓,China,MC-17590,Matt Collister,Corporate,IN-2014-44397,FUR-CH-10000294,"Office Star Swivel Stool, Red",North Asia,4707,2014-06-12,Beijing,Premier Miles,2014-08-02,0,21.99%,1217.58,267.75,1
2014-06-19,,거짓,Investment,Exclusive Offers Campaign,Beijing,거짓,China,MC-17590,Matt Collister,Corporate,IN-2014-44397,TEC-MA-10001831,"Konica Card Printer, Durable",North Asia,4708,2014-06-12,Beijing,Petrol ,2014-07-05,0,5.99%,1227.03,73.5,1
2014-06-15,Compared Campaign,거짓,Private,Signup Bonus Campaign,Indore,참,India,ED-13885,Emily Ducich,Corporate,IN-2014-11427,FUR-FU-10000496,"Eldon Clock, Duo Pack",Central Asia,1714,2014-06-13,Madhya Pradesh,Gold,2014-07-30,0,46.98%,169.74,79.74,1
2014-06-15,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Indore,참,India,ED-13885,Emily Ducich,Corporate,IN-2014-11427,OFF-ST-10004703,"Tenex Folders, Single Width",Central Asia,1713,2014-06-13,Madhya Pradesh,Prestige,2014-06-17,0,20.00%,46.5,9.3,1
2014-06-15,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Indore,참,India,ED-13885,Emily Ducich,Corporate,IN-2014-11427,TEC-PH-10001619,"Cisco Signal Booster, Full Size",Central Asia,1712,2014-06-13,Madhya Pradesh,Cash Back,2014-07-16,0,9.99%,1071.84,107.1,1
2014-06-16,Compared Campaign,거짓,Private,Signup Bonus Campaign,Bangkok,참,Thailand,HM-14860,Harry Marie,Corporate,IN-2014-74266,FUR-CH-10000608,"Office Star Chairmat, Set of Two",Southeast Asia,3108,2014-06-13,Bangkok,Premier Miles,2014-07-11,0.27,13.67%,198.7644,27.1644,1
2014-06-17,,거짓,Private,Exclusive Offers Campaign,Daejeon,거짓,South Korea,CS-11845,Cari Sayre,Corporate,ID-2014-40358,FUR-TA-10001113,"Barricks Training Table, Fully Assembled",North Asia,4826,2014-06-13,Daejeon,Platinum,2014-07-13,0.8,0.00%,447.678,0,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Daejeon,거짓,South Korea,CS-11845,Cari Sayre,Corporate,ID-2014-40358,OFF-AR-10004900,"Boston Canvas, Easy-Erase",North Asia,4825,2014-06-13,Daejeon,Business Platinum,2014-08-14,0.5,0.00%,26.955,0,1
2014-06-17,,거짓,Commercial ,Exclusive Offers Campaign,Daejeon,거짓,South Korea,CS-11845,Cari Sayre,Corporate,ID-2014-40358,OFF-SU-10000484,"Kleencut Ruler, High Speed",North Asia,4827,2014-06-13,Daejeon,Prestige,2014-07-13,0.5,0.00%,40.68,0,1
2014-06-17,,거짓,Investment,Exclusive Offers Campaign,Daejeon,거짓,South Korea,CS-11845,Cari Sayre,Corporate,ID-2014-40358,TEC-AC-10000861,"SanDisk Router, Erganomic",North Asia,4828,2014-06-13,Daejeon,Rewards,2014-07-01,0.5,0.00%,127.08,0,1
2014-06-17,,거짓,Investment,Exclusive Offers Campaign,Daejeon,거짓,South Korea,CS-11845,Cari Sayre,Corporate,ID-2014-40358,TEC-MA-10000334,"Panasonic Printer, Wireless",North Asia,4824,2014-06-13,Daejeon,Petrol ,2014-07-14,0.5,0.00%,399.735,0,1
2014-06-17,,거짓,Investment,Exclusive Offers Campaign,Valencia,거짓,Philippines,PO-18865,Patrick O'Donnell,Consumer,ID-2014-39084,TEC-CO-10000666,"Hewlett Copy Machine, Laser",Southeast Asia,17,2014-06-13,Northern Mindanao,Rewards,2014-07-27,0.35,0.00%,684.606,0,1
2014-06-18,,거짓,Commercial ,Exclusive Offers Campaign,Perth,거짓,Australia,PF-19165,Philip Fox,Consumer,ID-2014-21346,OFF-FA-10001375,"Accos Clamps, 12 Pack",Oceania,2853,2014-06-13,Western Australia,Business Signature,2014-07-13,0.1,0.00%,67.716,0,1
2014-06-18,,거짓,Commercial ,Exclusive Offers Campaign,Jakarta,거짓,Indonesia,BP-11155,Becky Pak,Consumer,IN-2014-51194,OFF-BI-10002919,"Acco Binder Covers, Durable",Southeast Asia,760,2014-06-13,Jakarta,Business Platinum,2014-07-16,0.17,8.30%,61.503,5.103,1
2014-06-18,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Bangkok,참,Thailand,PG-18895,Paul Gonzalez,Consumer,IN-2014-51824,TEC-AC-10000269,"Memorex Numeric Keypad, USB",Southeast Asia,6145,2014-06-13,Bangkok,Rewards,2014-07-16,0.47,0.00%,182.4048,0,1
2014-06-18,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Bangkok,참,Thailand,PG-18895,Paul Gonzalez,Consumer,IN-2014-51824,TEC-MA-10003170,"Konica Calculator, Wireless",Southeast Asia,6144,2014-06-13,Bangkok,Petrol ,2014-07-18,0.17,37.34%,514.2348,192.0348,1
2014-06-16,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Jieyang,거짓,China,PB-19105,Peter Bühler,Consumer,IN-2014-20226,OFF-BI-10001312,"Cardinal 3-Hole Punch, Clear",North Asia,201,2014-06-14,Guangdong,Business Platinum,2014-08-07,0,41.93%,84.78,35.55,1
2014-06-16,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Jieyang,거짓,China,PB-19105,Peter Bühler,Consumer,IN-2014-20226,OFF-LA-10002364,"Smead Shipping Labels, Alphabetical",North Asia,202,2014-06-14,Guangdong,Business Signature,2014-06-26,0,28.87%,160.02,46.2,1
2014-06-18,,거짓,Commercial ,Exclusive Offers Campaign,Wuzhou,거짓,China,JE-15475,Jeremy Ellison,Consumer,IN-2014-55086,OFF-FA-10004027,"OIC Staples, Bulk Pack",North Asia,9177,2014-06-14,Guangxi,Business Signature,2014-06-30,0,4.76%,45.36,2.16,1
2014-06-19,,거짓,Private,Exclusive Offers Campaign,Caloocan,거짓,Philippines,RE-19405,Ricardo Emerson,Consumer,ID-2014-39525,FUR-CH-10004600,"Harbour Creations Chairmat, Red",Southeast Asia,7179,2014-06-14,National Capital,Premier Miles,2014-07-12,0.25,29.33%,108,31.68,1
2014-06-19,,거짓,Commercial ,Exclusive Offers Campaign,Caloocan,거짓,Philippines,RE-19405,Ricardo Emerson,Consumer,ID-2014-39525,OFF-BI-10002424,"Avery Binder, Economy",Southeast Asia,7180,2014-06-14,National Capital,Business Platinum,2014-07-01,0.15,30.51%,10.965,3.345,1
2014-06-19,,거짓,Commercial ,Exclusive Offers Campaign,Caloocan,거짓,Philippines,RE-19405,Ricardo Emerson,Consumer,ID-2014-39525,OFF-EN-10002425,"Ames Peel and Seal, Set of 50",Southeast Asia,7178,2014-06-14,National Capital,Business Signature,2014-08-07,0.45,0.00%,10.2795,0,1
2014-06-19,,거짓,Commercial ,Exclusive Offers Campaign,Caloocan,거짓,Philippines,RE-19405,Ricardo Emerson,Consumer,ID-2014-39525,OFF-LA-10003132,"Hon File Folder Labels, Adjustable",Southeast Asia,7181,2014-06-14,National Capital,Business Signature,2014-08-04,0.45,0.00%,14.388,0,1
2014-06-19,,거짓,Investment,Exclusive Offers Campaign,Caloocan,거짓,Philippines,RE-19405,Ricardo Emerson,Consumer,ID-2014-39525,TEC-PH-10002806,"Apple Audio Dock, VoIP",Southeast Asia,7177,2014-06-14,National Capital,Cash Back,2014-07-20,0.25,0.00%,125.235,0,1
2014-06-19,,거짓,Commercial ,Exclusive Offers Campaign,Jilin,거짓,China,JG-15310,Jason Gross,Corporate,IN-2014-64074,OFF-AP-10004972,"Breville Coffee Grinder, Red",North Asia,6863,2014-06-15,Jilin,Business Platinum,2014-07-26,0,31.96%,185.58,59.31,1
2014-06-19,,거짓,Commercial ,Exclusive Offers Campaign,Jilin,거짓,China,JG-15310,Jason Gross,Corporate,IN-2014-64074,OFF-BI-10003397,"Acco Hole Reinforcements, Clear",North Asia,6864,2014-06-15,Jilin,Business Platinum,2014-08-08,0,41.67%,30.6,12.75,1
2014-06-18,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Seoul,참,South Korea,MS-17770,Maxwell Schwartz,Consumer,ID-2014-35521,OFF-BI-10003142,"Acco Binder Covers, Clear",North Asia,3196,2014-06-16,Seoul,Business Platinum,2014-08-17,0.5,0.00%,6.39,0,1
2014-06-18,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Seoul,참,South Korea,MS-17770,Maxwell Schwartz,Consumer,ID-2014-35521,OFF-BI-10004334,"Avery Hole Reinforcements, Durable",North Asia,3193,2014-06-16,Seoul,Business Platinum,2014-08-12,0.5,0.00%,2.955,0,1
2014-06-18,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Seoul,참,South Korea,MS-17770,Maxwell Schwartz,Consumer,ID-2014-35521,OFF-BI-10000590,"Wilson Jones Binding Machine, Clear",North Asia,3194,2014-06-16,Seoul,Business Platinum,2014-07-13,0.5,0.00%,96.84,0,1
2014-06-18,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Seoul,참,South Korea,MS-17770,Maxwell Schwartz,Consumer,ID-2014-35521,OFF-PA-10001835,"SanDisk Computer Printout Paper, 8.5 x 11",North Asia,3195,2014-06-16,Seoul,Prestige,2014-07-11,0.5,0.00%,33.93,0,1
2014-06-19,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Gujranwala,참,Pakistan,AS-10135,Adrian Shami,Corporate,ID-2014-67644,OFF-EN-10004493,"GlobeWeis Manila Envelope, Security-Tint",Central Asia,5538,2014-06-16,Punjab,Business Signature,2014-07-31,0.5,0.00%,29.79,0,1
2014-06-19,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Gujranwala,참,Pakistan,LH-17020,Lisa Hazard,Consumer,ID-2014-25497,OFF-EN-10001162,"GlobeWeis Mailers, Set of 50",Central Asia,4511,2014-06-16,Punjab,Business Signature,2014-07-08,0.5,0.00%,57.825,0,1
2014-06-19,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Gujranwala,참,Pakistan,LH-17020,Lisa Hazard,Consumer,ID-2014-25497,OFF-EN-10004941,"GlobeWeis Manila Envelope, Recycled",Central Asia,4512,2014-06-16,Punjab,Business Signature,2014-06-21,0.5,0.00%,91.665,0,1
2014-06-19,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Balikpapan,거짓,Indonesia,TT-21070,Ted Trevino,Consumer,ID-2014-39616,OFF-BI-10000373,"Ibico Hole Reinforcements, Economy",Southeast Asia,5455,2014-06-16,Kalimantan Timur,Business Platinum,2014-06-30,0.17,0.00%,11.6034,0,1
2014-06-19,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Balikpapan,거짓,Indonesia,TT-21070,Ted Trevino,Consumer,ID-2014-39616,OFF-EN-10002464,"Cameo Peel and Seal, Security-Tint",Southeast Asia,5454,2014-06-16,Kalimantan Timur,Business Signature,2014-06-29,0.47,0.00%,12.402,0,1
2014-06-19,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Gujranwala,참,Pakistan,LH-17020,Lisa Hazard,Consumer,ID-2014-25497,TEC-CO-10000666,"Hewlett Copy Machine, Laser",Central Asia,4510,2014-06-16,Punjab,Rewards,2014-06-26,0.5,0.00%,526.62,0,1
2014-06-19,Compared Campaign,거짓,Investment,Signup Bonus Campaign,Bijie,참,China,JH-15430,Jennifer Halladay,Consumer,IN-2014-30971,TEC-AC-10004012,"Enermax Flash Drive, Erganomic",North Asia,9634,2014-06-16,Guizhou,Rewards,2014-06-21,0,41.95%,78.66,33,1
2014-06-20,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Dhaka,참,Bangladesh,BS-11365,Bill Shonely,Corporate,IN-2014-25028,OFF-BI-10004685,"Acco Binder, Economy",Central Asia,9358,2014-06-16,Dhaka,Business Platinum,2014-08-17,0,30.89%,30.3,9.36,1
2014-06-20,,거짓,Commercial ,Exclusive Offers Campaign,Sydney,거짓,Australia,EM-14140,Eugene Moren,Corporate,IN-2014-38342,OFF-AR-10004900,"Boston Canvas, Easy-Erase",Oceania,3520,2014-06-16,New South Wales,Business Platinum,2014-08-07,0.1,9.97%,145.557,14.517,1
2014-06-20,,거짓,Commercial ,Exclusive Offers Campaign,Caloundra,거짓,Australia,JR-15700,Jocasta Rupert,Consumer,ID-2014-39805,OFF-EN-10001154,"Kraft Clasp Envelope, Set of 50",Oceania,6468,2014-06-16,Queensland,Business Signature,2014-07-03,0.1,0.00%,24.3,0,1
2014-06-20,,거짓,Investment,Exclusive Offers Campaign,Sydney,거짓,Australia,EM-14140,Eugene Moren,Corporate,IN-2014-38342,TEC-CO-10003410,"Brother Ink, High-Speed",Oceania,3519,2014-06-16,New South Wales,Rewards,2014-07-17,0.1,37.78%,392.85,148.41,1
2014-06-21,,거짓,Private,Exclusive Offers Campaign,Mandurah,거짓,Australia,CM-12235,Chris McAfee,Consumer,IN-2014-23880,FUR-BO-10004852,"Sauder Classic Bookcase, Traditional",Oceania,4330,2014-06-16,Western Australia,Travel,2014-08-04,0.1,30.00%,3139.128,941.688,1
2014-06-21,,거짓,Commercial ,Exclusive Offers Campaign,Invercargill,거짓,New Zealand,BW-11110,Bart Watters,Corporate,IN-2014-85207,OFF-FA-10000907,"OIC Rubber Bands, Bulk Pack",Oceania,10941,2014-06-16,Southland,Business Signature,2014-08-17,0,33.92%,68.28,23.16,1
2014-06-21,,거짓,Commercial ,Exclusive Offers Campaign,Mandurah,거짓,Australia,CM-12235,Chris McAfee,Consumer,IN-2014-23880,OFF-LA-10003141,"Hon Shipping Labels, Laser Printer Compatible",Oceania,4331,2014-06-16,Western Australia,Business Signature,2014-08-09,0.1,44.30%,30.699,13.599,1
2014-06-21,,거짓,Investment,Exclusive Offers Campaign,Sydney,거짓,Australia,MD-17860,Michael Dominguez,Corporate,IN-2014-25063,TEC-CO-10003354,"Brother Fax Machine, Laser",Oceania,176,2014-06-16,New South Wales,Rewards,2014-07-10,0.1,22.22%,2293.488,509.568,1
2014-06-18,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Medan,거짓,Indonesia,SC-20020,Sam Craven,Consumer,IN-2014-77920,OFF-AP-10000382,"Breville Coffee Grinder, White",Southeast Asia,8059,2014-06-17,Sumatera Utara,Business Platinum,2014-07-09,0.17,19.28%,49.8,9.6,1
2014-06-18,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Medan,거짓,Indonesia,SC-20020,Sam Craven,Consumer,IN-2014-77920,OFF-SU-10003592,"Acme Ruler, High Speed",Southeast Asia,8060,2014-06-17,Sumatera Utara,Prestige,2014-07-03,0.47,0.00%,88.563,0,1
2014-06-19,Baseline Campaign,참,Commercial ,Compare Cards Campaign,Bokaro,거짓,India,JK-15625,Jim Karlsson,Consumer,IN-2014-47946,OFF-FA-10004171,"Accos Paper Clips, Assorted Sizes",Central Asia,3149,2014-06-17,Jharkhand,Business Signature,2014-07-18,0,28.98%,11.49,3.33,1
2014-06-19,Baseline Campaign,참,Investment,Compare Cards Campaign,Dhaka,거짓,Bangladesh,CA-12310,Christine Abelman,Corporate,IN-2014-20233,TEC-MA-10001627,"Konica Printer, White",Central Asia,3343,2014-06-17,Dhaka,Petrol ,2014-07-31,0,39.00%,798.75,311.49,1
2014-06-21,Compared Campaign,거짓,Private,Signup Bonus Campaign,Visakhapatnam,참,India,JH-16180,Justin Hirsh,Consumer,IN-2014-32028,FUR-CH-10001465,"Hon Swivel Stool, Red",Central Asia,3365,2014-06-17,Andhra Pradesh,Premier Miles,2014-07-10,0,45.99%,327.3,150.54,1
2014-06-21,,거짓,Private,Exclusive Offers Campaign,Brisbane,거짓,Australia,CJ-11875,Carl Jackson,Corporate,IN-2014-58138,FUR-CH-10003910,"Harbour Creations Chairmat, Adjustable",Oceania,6452,2014-06-17,Queensland,Premier Miles,2014-06-22,0.1,37.75%,335.205,126.555,1
2014-06-21,Compared Campaign,거짓,Commercial ,Signup Bonus Campaign,Visakhapatnam,참,India,JH-16180,Justin Hirsh,Consumer,IN-2014-32028,OFF-FA-10004659,"Stockwell Thumb Tacks, 12 Pack",Central Asia,3366,2014-06-17,Andhra Pradesh,Business Signature,2014-07-22,0,31.94%,51.84,16.56,1
2014-06-21,,거짓,Commercial ,Exclusive Offers Campaign,Brisbane,거짓,Australia,CJ-11875,Carl Jackson,Corporate,IN-2014-58138,OFF-FA-10003218,"Advantus Push Pins, Assorted Sizes",Oceania,6449,2014-06-17,Queensland,Business Signature,2014-07-31,0.1,34.34%,53.46,18.36,1
2014-06-21,,거짓,Commercial ,Exclusive Offers Campaign,Brisbane,거짓,Australia,CJ-11875,Carl Jackson,Corporate,IN-2014-58138,OFF-ST-10003088,"Fellowes Box, Wire Frame",Oceania,6450,2014-06-17,Queensland,Prestige,2014-08-05,0.1,6.67%,50.625,3.375,1
2014-06-21,,거짓,Investment,Exclusive Offers Campaign,Brisbane,거짓,Australia,CJ-11875,Carl Jackson,Corporate,IN-2014-58138,TEC-CO-10000794,"Hewlett Wireless Fax, High-Speed",Oceania,6451,2014-06-17,Queensland,Rewards,2014-07-31,0.1,33.33%,2383.857,794.577,1
2014-06-21,,거짓,Investment,Exclusive Offers Campaign,Brisbane,거짓,Australia,CJ-11875,Carl Jackson,Corporate,IN-2014-58138,TEC-PH-10004544,"Motorola Speaker Phone, with Caller ID",Oceania,6448,2014-06-17,Queensland,Cash Back,2014-08-13,0.1,18.89%,350.406,66.186,1
2014-06-22,,거짓,Private,Exclusive Offers Campaign,Kita-ku,거짓,Japan,JO-15145,Jack O'Briant,Corporate,IN-2014-10566,FUR-CH-10001664,"Novimex Swivel Stool, Black",North Asia,7322,2014-06-17,Osaka,Premier Miles,2014-08-09,0,22.00%,1134.21,249.48,1
2014-06-22,,거짓,Private,Exclusive Offers Campaign,Gold Coast,거짓,Australia,SV-20935,Susan Vittorini,Consumer,ID-2014-75533,FUR-CH-10002626,"Hon Steel Folding Chair, Adjustable",Oceania,404,2014-06-17,Queensland,Premier Miles,2014-07-05,0.1,43.31%,226.557,98.127,1
2014-06-22,,거짓,Private,Exclusive Offers Campaign,Bandung,거짓,Indonesia,ES-14020,Erica Smith,Consumer,ID-2014-29081,FUR-FU-10000628,"Rubbermaid Light Bulb, Black",Southeast Asia,6786,2014-06-17,Jawa Barat,Gold,2014-07-16,0.27,23.22%,13.7532,3.1932,1
2014-06-22,,거짓,Commercial ,Exclusive Offers Campaign,Kita-ku,거짓,Japan,JO-15145,Jack O'Briant,Corporate,IN-2014-10566,OFF-PA-10002477,"Enermax Message Books, Multicolor",North Asia,7321,2014-06-17,Osaka,Prestige,2014-07-14,0,48.93%,71.73,35.1,1
2014-06-22,,거짓,Commercial ,Exclusive Offers Campaign,Gold Coast,거짓,Australia,SV-20935,Susan Vittorini,Consumer,ID-2014-75533,OFF-BI-10002329,"Avery 3-Hole Punch, Durable",Oceania,403,2014-06-17,Queensland,Business Platinum,2014-08-17,0.1,44.39%,52.866,23.466,1
2014-06-22,,거짓,Commercial ,Exclusive Offers Campaign,Gold Coast,거짓,Australia,SV-20935,Susan Vittorini,Consumer,ID-2014-75533,OFF-ST-10003306,"Eldon File Cart, Single Width",Oceania,402,2014-06-17,Queensland,Prestige,2014-08-08,0.1,0.00%,462.132,0,1
2014-06-22,,거짓,Commercial ,Exclusive Offers Campaign,Bandung,거짓,Indonesia,ES-14020,Erica Smith,Consumer,ID-2014-29081,OFF-EN-10001154,"Kraft Clasp Envelope, Set of 50",Southeast Asia,6785,2014-06-17,Jawa Barat,Business Signature,2014-08-20,0.47,0.00%,19.08,0,1
2014-06-22,,거짓,Investment,Exclusive Offers Campaign,Gold Coast,거짓,Australia,SV-20935,Susan Vittorini,Consumer,ID-2014-75533,TEC-CO-10001410,"Canon Personal Copier, High-Speed",Oceania,401,2014-06-17,Queensland,Rewards,2014-06-29,0.1,0.00%,380.538,0,1
2014-06-23,,거짓,Commercial ,Exclusive Offers Campaign,Lucknow,거짓,India,AG-10900,Arthur Gainer,Consumer,IN-2014-69856,OFF-LA-10002139,"Novimex Color Coded Labels, Alphabetical",Central Asia,5711,2014-06-17,Uttar Pradesh,Business Signature,2014-07-25,0,17.89%,61.2,10.95,1
2014-06-23,,거짓,Commercial ,Exclusive Offers Campaign,Lucknow,거짓,India,AG-10900,Arthur Gainer,Consumer,IN-2014-69856,OFF-PA-10004187,"Xerox Message Books, Multicolor",Central Asia,5713,2014-06-17,Uttar Pradesh,Prestige,2014-07-13,0,5.92%,43.56,2.58,1
2014-06-23,,거짓,Commercial ,Exclusive Offers Campaign,Brisbane,거짓,Australia,MB-18085,Mick Brown,Consumer,IN-2014-13821,OFF-AR-10002797,"Sanford Highlighters, Blue",Oceania,5371,2014-06-17,Queensland,Business Platinum,2014-08-06,0.1,22.12%,42.525,9.405,1
2014-06-23,,거짓,Commercial ,Exclusive Offers Campaign,Brisbane,거짓,Australia,MB-18085,Mick Brown,Consumer,IN-2014-13821,OFF-FA-10000581,"Stockwell Thumb Tacks, Metal",Oceania,5373,2014-06-17,Queensland,Business Signature,2014-07-18,0.1,25.52%,36.855,9.405,1
